区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,2412402P6027,ソマトロピン（遺伝子組換え）,５ｍｇ１キット,,,,ノルディトロピン　フレックスプロ注　５ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,30852,,
注射薬,2412402P7023,ソマトロピン（遺伝子組換え）,１０ｍｇ１キット,,,,ノルディトロピン　フレックスプロ注　１０ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,52589,,
注射薬,2412402P8020,ソマトロピン（遺伝子組換え）,１５ｍｇ１キット,,,,ノルディトロピン　フレックスプロ注　１５ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,88535,,
注射薬,2412403G1020,ソマプシタン（遺伝子組換え）,５ｍｇ１．５ｍＬ１キット,,,,ソグルーヤ皮下注５ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,26238,,
注射薬,2412403G2026,ソマプシタン（遺伝子組換え）,１０ｍｇ１．５ｍＬ１キット,,,,ソグルーヤ皮下注１０ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,52476,,
注射薬,2412403G3022,ソマプシタン（遺伝子組換え）,１５ｍｇ１．５ｍＬ１キット,,,,ソグルーヤ皮下注１５ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,76753,,
注射薬,2412404G1024,ソムアトロゴン（遺伝子組換え）,２４ｍｇ１．２ｍＬ１キット,,,,エヌジェンラ皮下注２４ｍｇペン,ファイザー,,先発品,,42875,,
注射薬,2412404G2020,ソムアトロゴン（遺伝子組換え）,６０ｍｇ１．２ｍＬ１キット,,,,エヌジェンラ皮下注６０ｍｇペン,ファイザー,,先発品,,106838,,
注射薬,2413400D1019,ヒト下垂体性性腺刺激ホルモン,７５単位１瓶（溶解液付）,,,,ヒト下垂体性性腺刺激ホルモン７５単位注射用,,,,,1303,,
注射薬,2413400D1094,ヒト下垂体性性腺刺激ホルモン,７５単位１瓶（溶解液付）,,,,ＨＭＧ注用７５単位「あすか」,あすか製薬,,,,1539,,
注射薬,2413400D2015,ヒト下垂体性性腺刺激ホルモン,１５０単位１瓶（溶解液付）,,,,ヒト下垂体性性腺刺激ホルモン１５０単位注射用,,,,,1464,,
注射薬,2413400D2090,ヒト下垂体性性腺刺激ホルモン,１５０単位１瓶（溶解液付）,,,,ＨＭＧ注用１５０単位「あすか」,あすか製薬,,,,1953,,
注射薬,2413400D3143,ヒト下垂体性性腺刺激ホルモン,７５単位１管（溶解液付）,,,,ＨＭＧ注射用７５単位「Ｆ」,富士製薬工業,,,,1539,,
注射薬,2413400D4123,ヒト下垂体性性腺刺激ホルモン,１５０単位１管（溶解液付）,,,,ＨＭＧ注射用１５０単位「Ｆ」,富士製薬工業,,,,1953,,
注射薬,2413402X1014,ヒト絨毛性性腺刺激ホルモン,５００単位１管,局,,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,153,,
注射薬,2413402X2010,ヒト絨毛性性腺刺激ホルモン,１，０００単位１管,局,,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,708,,
注射薬,2413402X3017,ヒト絨毛性性腺刺激ホルモン,３，０００単位１管,局,,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,1005,,
注射薬,2413402X3068,ヒト絨毛性性腺刺激ホルモン,３，０００単位１管,局,,,注射用ＨＣＧ３，０００単位「Ｆ」,富士製薬工業,,,,2769,,
注射薬,2413402X4013,ヒト絨毛性性腺刺激ホルモン,５，０００単位１管,局,,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,1290,,
注射薬,2413402X4099,ヒト絨毛性性腺刺激ホルモン,５，０００単位１管,局,,,注射用ＨＣＧ５，０００単位「Ｆ」,富士製薬工業,,,,3522,,
注射薬,2413402X5010,ヒト絨毛性性腺刺激ホルモン,１０，０００単位１管,局,,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,2712,,
注射薬,2413402X5052,ヒト絨毛性性腺刺激ホルモン,１０，０００単位１管,局,,,注射用ＨＣＧ１０，０００単位「Ｆ」,富士製薬工業,,,,7467,,
注射薬,2413402X6016,ヒト絨毛性性腺刺激ホルモン,１，０００単位１瓶,局,,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,2670,,
注射薬,2413402X7012,ヒト絨毛性性腺刺激ホルモン,３，０００単位１瓶,局,,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,2769,,
注射薬,2413402X8019,ヒト絨毛性性腺刺激ホルモン,５，０００単位１瓶,局,,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,3522,,
注射薬,2413403A1040,精製下垂体性性腺刺激ホルモン,７５単位１管（溶解液付）,,,,フォリルモンＰ注７５,富士製薬工業,,,,1476,,
注射薬,2413403D1020,精製下垂体性性腺刺激ホルモン,１５０単位１管（溶解液付）,,,,フォリルモンＰ注１５０,富士製薬工業,,,,2441,,
注射薬,2413403D2027,精製下垂体性性腺刺激ホルモン,７５単位１瓶（溶解液付）,,,,ｕＦＳＨ注用７５単位「あすか」,あすか製薬,,,,1476,,
注射薬,2413403D3023,精製下垂体性性腺刺激ホルモン,１５０単位１瓶（溶解液付）,,,,ｕＦＳＨ注用１５０単位「あすか」,あすか製薬,,,,2441,,
注射薬,2413404G1021,ホリトロピンアルファ（遺伝子組換え）,４５０国際単位０．７５ｍＬ１筒,,,,ゴナールエフ皮下注ペン４５０,メルクバイオファーマ,,先発品,,15718,,
注射薬,2413404G2028,ホリトロピンアルファ（遺伝子組換え）,９００国際単位１．５ｍＬ１筒,,,,ゴナールエフ皮下注ペン９００,メルクバイオファーマ,,先発品,,28364,,
注射薬,2413404G3024,ホリトロピンアルファ（遺伝子組換え）,３００国際単位０．５ｍＬ１筒,,,,ゴナールエフ皮下注ペン３００,メルクバイオファーマ,,先発品,,11399,,
注射薬,2413404G4020,ホリトロピンアルファ（遺伝子組換え）,１５０国際単位０．２５ｍＬ１筒,,,,ゴナールエフ皮下注ペン１５０,メルクバイオファーマ,,先発品,,6266,,
注射薬,2413405G4025,フォリトロピン　ベータ（遺伝子組換え）,３００国際単位０．３６ｍＬ１筒,,,,フォリスチム注３００ＩＵカートリッジ,オルガノン,,先発品,,11381,,
注射薬,2413405G5021,フォリトロピン　ベータ（遺伝子組換え）,６００国際単位０．７２ｍＬ１筒,,,,フォリスチム注６００ＩＵカートリッジ,オルガノン,,先発品,,20936,,
注射薬,2413405G6028,フォリトロピン　ベータ（遺伝子組換え）,９００国際単位１．０８ｍＬ１筒,,,,フォリスチム注９００ＩＵカートリッジ,オルガノン,,先発品,,29923,,
注射薬,2413406G1020,コリオゴナドトロピン　アルファ（遺伝子組換え）,２５０μｇ０．５ｍＬ１筒,,,,オビドレル皮下注シリンジ２５０μｇ,メルクバイオファーマ,,先発品,,2890,,
注射薬,2413407G1025,ホリトロピンデルタ（遺伝子組換え）,１２μｇ０．３６ｍＬ１キット,,,,レコベル皮下注１２μｇペン,フェリング・ファーマ,,先発品,,10378,,
注射薬,2413407G2021,ホリトロピンデルタ（遺伝子組換え）,３６μｇ１．０８ｍＬ１キット,,,,レコベル皮下注３６μｇペン,フェリング・ファーマ,,先発品,,25657,,
注射薬,2413407G3028,ホリトロピンデルタ（遺伝子組換え）,７２μｇ２．１６ｍＬ１キット,,,,レコベル皮下注７２μｇペン,フェリング・ファーマ,,先発品,,44467,,
注射薬,2414400A1010,オキシトシン,１単位１管,局,,,オキシトシン注射液,,,,,130,,
注射薬,2414400A2016,オキシトシン,５単位１管,局,,,オキシトシン注射液,,,,,114,,
注射薬,2414400A2075,オキシトシン,５単位１管,局,,,アトニン－Ｏ注５単位,あすか製薬,,,,164,,
注射薬,2414402A1019,バソプレシン,２０単位１管,局,,,バソプレシン注射液,,,,,509,,
注射薬,2419400A1032,デスモプレシン酢酸塩水和物,４μｇ１管,,,,デスモプレシン静注４μｇ「フェリング」,フェリング・ファーマ,,先発品,,1335,,
注射薬,2431400A1029,レボチロキシンナトリウム水和物,２００μｇ１ｍＬ１管,,,,チラーヂンＳ静注液２００μｇ,あすか製薬,,先発品,,20192,,
注射薬,2432400A1034,チアマゾール,１０ｍｇ１管,,,,メルカゾール注１０ｍｇ,あすか製薬,,,,289,,
注射薬,2439400G1020,テリパラチド（遺伝子組換え）,６００μｇ１キット,,,,フォルテオ皮下注キット６００μｇ,日本イーライリリー,,先発品,○,20071,,
注射薬,2439401D1028,テリパラチド酢酸塩,５６．５μｇ１瓶,,,,テリボン皮下注用５６．５μｇ,旭化成セラピューティクス,,先発品,,10054,,
注射薬,2439401D2024,テリパラチド酢酸塩,５６．５μｇ１瓶（溶解液付）,,,,テリボン皮下注用５６．５μｇ,旭化成セラピューティクス,,先発品,,10624,,
注射薬,2439401G1024,テリパラチド酢酸塩,２８．２μｇ１キット,,,,テリボン皮下注２８．２μｇオートインジェクター,旭化成セラピューティクス,,先発品,,5995,,
注射薬,2439402G1029,テリパラチド（遺伝子組換え）［テリパラチド後続１］,６００μｇ１キット,,,,テリパラチドＢＳ皮下注キット６００μｇ「モチダ」,持田製薬,後発品,,,14924,,
注射薬,2439403A1020,アバロパラチド酢酸塩,１．５ｍｇ０．７５ｍＬ１筒,,,,オスタバロ皮下注カートリッジ１．５ｍｇ,帝人ファーマ,,先発品,,16005,,
注射薬,2439404G1028,パロペグテリパラチド,１６８μｇ０．５６ｍＬ１キット,,,,ヨビパス皮下注１６８μｇペン,帝人ファーマ,,先発品,,571509,,
注射薬,2439404G2024,パロペグテリパラチド,２９４μｇ０．９８ｍＬ１キット,,,,ヨビパス皮下注２９４μｇペン,帝人ファーマ,,先発品,,584139,,
注射薬,2439404G3020,パロペグテリパラチド,４２０μｇ１．４ｍＬ１キット,,,,ヨビパス皮下注４２０μｇペン,帝人ファーマ,,先発品,,596310,,
注射薬,2449403A2015,メテノロンエナント酸エステル,１００ｍｇ１管,局,,,メテノロンエナント酸エステル注射液,,,,,673,,
注射薬,2451400A1013,アドレナリン,０．１％１ｍＬ１管,局,,,アドレナリン注射液,,,,,188,,
注射薬,2451401A1018,ノルアドレナリン,０．１％１ｍＬ１管,局,,,ノルアドレナリン注射液,,,,,104,,
注射薬,2451402G1040,アドレナリン,０．１％１ｍＬ１筒,,,,アドレナリン注０．１％シリンジ「テルモ」,テルモ,,,,354,,
注射薬,2451402G2020,アドレナリン,０．１５ｍｇ１筒,,,,エピペン注射液０．１５ｍｇ,ヴィアトリス製薬,,先発品,,9672,,
注射薬,2451402G3026,アドレナリン,０．３ｍｇ１筒,局,,,エピペン注射液０．３ｍｇ,ヴィアトリス製薬,,先発品,,10197,,
注射薬,2452400D1084,ヒドロコルチゾンコハク酸エステルナトリウム,１００ｍｇ１瓶（溶解液付）,,,,ソル・コーテフ注射用１００ｍｇ,ファイザー,,,,343,,
注射薬,2452400D3052,ヒドロコルチゾンコハク酸エステルナトリウム,２５０ｍｇ１瓶（溶解液付）,,,,ソル・コーテフ静注用２５０ｍｇ,ファイザー,,,,808,,
注射薬,2452400D6060,ヒドロコルチゾンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,,ソル・コーテフ静注用５００ｍｇ,ファイザー,,,,1071,,
注射薬,2452402A1095,ヒドロコルチゾンリン酸エステルナトリウム,１００ｍｇ２ｍＬ１管,,,,ヒドロコルチゾンリン酸エステルＮａ静注液１００ｍｇ「ＡＦＰ」,共創未来ファーマ,後発品,,,191,,
注射薬,2452402A2040,ヒドロコルチゾンリン酸エステルナトリウム,１００ｍｇ２ｍＬ１瓶,,,,水溶性ハイドロコートン注射液１００ｍｇ,日医工,,先発品,○,495,,
注射薬,2452402A5090,ヒドロコルチゾンリン酸エステルナトリウム,５００ｍｇ１０ｍＬ１瓶,,,,水溶性ハイドロコートン注射液５００ｍｇ,日医工,,先発品,○,1782,,
注射薬,2452402A5112,ヒドロコルチゾンリン酸エステルナトリウム,５００ｍｇ１０ｍＬ１瓶,,,,ヒドロコルチゾンリン酸エステルＮａ静注液５００ｍｇ「ＡＦＰ」,共創未来ファーマ,後発品,,,715,,
注射薬,2454402A2037,トリアムシノロンアセトニド,１０ｍｇ１ｍＬバイアル,,,,ケナコルト－Ａ皮内用関節腔内用水懸注５０ｍｇ／５ｍＬ,ブリストル・マイヤーズ　スクイブ,,,,197,,
注射薬,2454402A3033,トリアムシノロンアセトニド,４０ｍｇ１ｍＬ１瓶,,,,ケナコルト－Ａ筋注用関節腔内用水懸注４０ｍｇ／１ｍＬ,ブリストル・マイヤーズ　スクイブ,,,,769,,
注射薬,2454404A1064,ベタメタゾンリン酸エステルナトリウム,２ｍｇ１管,,,,リンデロン注２ｍｇ（０．４％）,シオノギファーマ,,,,166,,
注射薬,2454404A1080,ベタメタゾンリン酸エステルナトリウム,２ｍｇ１管,,,,リノロサール注射液２ｍｇ（０．４％）,わかもと製薬,後発品,,,63,,
注射薬,2454404A2060,ベタメタゾンリン酸エステルナトリウム,４ｍｇ１管,,,,リンデロン注４ｍｇ（０．４％）,シオノギファーマ,,,,268,,
注射薬,2454404A2087,ベタメタゾンリン酸エステルナトリウム,４ｍｇ１管,,,,リノロサール注射液４ｍｇ（０．４％）,わかもと製薬,後発品,,,82,,
注射薬,2454404A3067,ベタメタゾンリン酸エステルナトリウム,２０ｍｇ１管,,,,リンデロン注２０ｍｇ（０．４％）,シオノギファーマ,,,,1256,,
注射薬,2454404A3083,ベタメタゾンリン酸エステルナトリウム,２０ｍｇ１管,,,,リノロサール注射液２０ｍｇ（０．４％）,わかもと製薬,後発品,,,420,,
注射薬,2454404A4039,ベタメタゾンリン酸エステルナトリウム,２０ｍｇ１ｍＬ１管,,,,リンデロン注２０ｍｇ（２％）,シオノギファーマ,,先発品,,1318,,
注射薬,2454404A5035,ベタメタゾンリン酸エステルナトリウム,１００ｍｇ５ｍＬ１管,,,,リンデロン注１００ｍｇ（２％）,シオノギファーマ,,先発品,,3717,,
注射薬,2454405H1024,デキサメタゾンリン酸エステルナトリウム,１．６５ｍｇ０．５ｍＬ１管,,,,デカドロン注射液１．６５ｍｇ,サンドファーマ,,,,108,,
注射薬,2454405H1032,デキサメタゾンリン酸エステルナトリウム,１．６５ｍｇ０．５ｍＬ１管,,,,デキサート注射液１．６５ｍｇ,富士製薬工業,後発品,,,108,,
注射薬,2454405H2020,デキサメタゾンリン酸エステルナトリウム,１．９ｍｇ０．５ｍＬ１管,,,,オルガドロン注射液１．９ｍｇ,サンドファーマ,,,,129,,
注射薬,2454405H3027,デキサメタゾンリン酸エステルナトリウム,３．３ｍｇ１ｍＬ１管,,,,デカドロン注射液３．３ｍｇ,サンドファーマ,,,,173,,
注射薬,2454405H3035,デキサメタゾンリン酸エステルナトリウム,３．３ｍｇ１ｍＬ１管,,,,デキサート注射液３．３ｍｇ,富士製薬工業,後発品,,,173,,
注射薬,2454405H4023,デキサメタゾンリン酸エステルナトリウム,３．８ｍｇ１ｍＬ１管,,,,オルガドロン注射液３．８ｍｇ,サンドファーマ,,,,169,,
注射薬,2454405H5020,デキサメタゾンリン酸エステルナトリウム,６．６ｍｇ２ｍＬ１瓶,,,,デカドロン注射液６．６ｍｇ,サンドファーマ,,,,181,,
注射薬,2454405H5038,デキサメタゾンリン酸エステルナトリウム,６．６ｍｇ２ｍＬ１瓶,,,,デキサート注射液６．６ｍｇ,富士製薬工業,後発品,,,197,,
注射薬,2454405H6026,デキサメタゾンリン酸エステルナトリウム,１９ｍｇ５ｍＬ１瓶,,,,オルガドロン注射液１９ｍｇ,サンドファーマ,,,,793,,
注射薬,2454407A1033,デキサメタゾンパルミチン酸エステル,２．５ｍｇ１ｍＬ１管,,,,リメタゾン静注２．５ｍｇ,田辺ファーマ,,先発品,,1776,,
注射薬,2454408C1020,ベタメタゾン酢酸エステル・ベタメタゾンリン酸エステルナトリウム,２．５ｍｇ１管,,,,リンデロン懸濁注,シオノギファーマ,,,,207,,
注射薬,2456400D1067,メチルプレドニゾロンコハク酸エステルナトリウム,４０ｍｇ１瓶（溶解液付）,,,,ソル・メドロール静注用４０ｍｇ,ファイザー,,先発品,,270,,
注射薬,2456400D2098,メチルプレドニゾロンコハク酸エステルナトリウム,１２５ｍｇ１瓶（溶解液付）,,,,ソル・メドロール静注用１２５ｍｇ,ファイザー,,先発品,,593,,
